ICAO,IATA,DB ID,FlighStats API Name (Okay quality),OurAirports.com Name (Good quality),FlightAware API Name (bad quality),Marketing Name (OurAirports + our edits),City,Country,Country Code,Continent,Latitude,Longitude,Timezone,Flight Rank,Relevance,On Time Departures,On Time Departures Rank,Cancel %,No Flights,Airport Type,Elevation (ft),Website,Apple terminal maps? (63),Google terminal maps?,"If Gate known, replace any ""N/A"" Terminal with:"
LPSI,SIE,090baf7b-f255-46cb-a6aa-5fb7516eac36,Sines Airport,Sines Airport,Sines,Sines ,Sines,Portugal,PT,Europe,37.944201,-8.809576,Europe/Lisbon,,1,,,,,closed,,,,,
GVAC,SID,8e24d124-1246-4282-9571-a36546fcb8bb,Amílcar Cabral International Airport,Amílcar Cabral International Airport,Amilcar Cabral Intl,Amílcar Cabral Intl ,Sal,Cape Verde,CV,Africa,16.734696,-22.943613,Atlantic/Cape_Verde,,2,,,,,medium_airport,177,,,,
KSIK,SIK,54a9a8ed-eda0-4257-ac39-6db036122a77,Sikeston Memorial Municipal Airport,Sikeston Memorial Municipal Airport,Sikeston Memorial Muni,Sikeston Memorial Municipal ,Sikeston,United States,US,North America,36.866667,-89.55,America/Chicago,,1,,,,,small_airport,315,,,,
BISI,SIJ,906edf94-e9eb-42b9-b664-414da3cfd728,Siglufjörður Airport,Siglufjörður Airport,Siglufjordur,Siglufjörður ,Siglufjordur,Iceland,IS,Europe,66.166667,-18.933333,Atlantic/Reykjavik,,1,,,,,medium_airport,10,,,,
GMMF,SII,cff2c094-e9cf-4616-b30d-7bc4f5c1f1cc,Sidi Ifni Xx Airport,Sidi Ifni Xx Airport,Sania Ramel,Sidi Ifni Xx ,Sidi Ifni,Morocco,MA,Africa,29.4,-10.2,Africa/Casablanca,,1,,,,,small_airport,190,,,,
YSMI,SIO,32a48037-c186-43e3-a54d-17452cb87db2,Smithton Airport,Smithton Airport,Smithton,Smithton ,Smithton,Australia,AU,Oceania,-40.835833,145.081667,Australia/Hobart,,1,,,,,medium_airport,31,,,,
LZTT,TAT,b6821b89-7941-48eb-925b-7a3c0a918b0f,Poprad-Tatry Airport,Poprad-Tatry Airport,Poprad-Tatry,Poprad-Tatry ,Poprad/Tatry,Slovakia,SK,Europe,49.073281,20.248118,Europe/Bratislava,,2,,,,,medium_airport,2356,,,,
SUTB,TAW,e1f31fcc-8159-49d3-b7c0-add7f5ba03da,Tacuarembo Airport,Tacuarembo Airport,Tacuarembo,Tacuarembo ,Tacuarembo,Uruguay,UY,South America,-31.75,-55.916667,America/Montevideo,,1,,,,,small_airport,440,,,,
MMTP,TAP,21040ae8-4ba0-4037-9e2d-458f9b555248,Tapachula International Airport,Tapachula International Airport,Tapachula Intl,Tapachula Intl ,Tapachula,Mexico,MX,North America,14.909722,-92.253056,America/Mexico_City,,2,,,,,medium_airport,97,http://www.asur.com.mx/asur/Ingles/aeropuertos/tapachula/tapachula.asp,,,
LIBG,TAR,a273d02d-2dff-4a30-acec-e98e337d6236,"Taranto-Grottaglie ""Marcello Arlotta"" Airport","Taranto-Grottaglie ""Marcello Arlotta"" Airport",Grottaglie,"Taranto-Grottaglie ""Marcello Arlotta"" ",Taranto,Italy,IT,Europe,40.517778,17.401944,Europe/Rome,,2,,,,,medium_airport,215,,,,
EETU,TAY,204c8156-9f80-4531-a2cf-9b209ca24943,Tartu Airport,Tartu Airport,Tartu,Tartu ,Tartu,Estonia,EE,Europe,58.30969,26.690904,Europe/Tallinn,,2,,,,,medium_airport,219,,,,
UTAT,TAZ,211c458a-da70-4c25-a3cd-4337a562af3d,Daşoguz Airport,Daşoguz Airport,Taylorville Muni,Daşoguz ,Dashoguz,Turkmenistan,TM,Asia,41.763678,59.834052,Asia/Ashgabat,,2,,,,,medium_airport,272,,,,
KTAD,TAD,6d780004-c740-4c1e-85e4-ef73b4242632,Perry Stokes Airport,Perry Stokes Airport,Perry Stokes,Perry Stokes ,Trinidad,United States,US,North America,37.262394,-104.336957,America/Denver,,2,,,,,small_airport,5762,,,,
DAOL,TAF,6dc0d376-e42d-4c66-a249-4bcd8c82278a,Tafaraoui Airport,Tafaraoui Airport,Oran Tafaraoui,Tafaraoui ,Oran,Algeria,DZ,Africa,35.543502,-0.532687,Africa/Algiers,,1,,,,,medium_airport,367,,,,
PATA,TAL,25a75476-e29b-4371-b23c-a1ac3c845b35,Ralph M Calhoun Memorial Airport,Ralph M Calhoun Memorial Airport,Ralph M Calhoun Memorial,Ralph M Calhoun Memorial ,Tanana,United States,US,North America,65.174422,-152.109955,America/Anchorage,,2,,,,,small_airport,236,,,,
OYTZ,TAI,b4f5ad9b-014e-4e71-a858-a8bda55eb3f6,Ta'izz International Airport,Ta'izz International Airport,Ta'izz Intl,Ta'izz Intl ,Taiz,Republic of Yemen,YE,Middle East,13.685553,44.134345,Asia/Aden,,2,,,,,medium_airport,4838,,,,
SWNQ,NQL,2e6aafc7-f2fd-4d6a-a6f5-ddddb22f9117,Niquelândia Airport,Niquelândia Airport,,Niquelândia ,Niquelândia,Brazil,BR,South America,-14,-48.983333,America/Sao_Paulo,,1,,,,,small_airport,2756,,,,
HUJI,JIN,3f11d4a0-a372-4fb1-bb57-78dfe9224716,Jinja Airport,Jinja Airport,Jinja,Jinja ,Jinja,Uganda,UG,Africa,0.456389,33.192222,Africa/Kampala,,1,,,,,small_airport,3855,,,,
HAJM,JIM,c29805a9-9fed-4ca9-b592-2e7632e4fb5f,Jimma Airport,Jimma Airport,Aba Segud,Jimma ,Jimma,Ethiopia,ET,Africa,7.654444,36.821111,Africa/Addis_Ababa,,2,,,,,medium_airport,5500,,,,
LGIK,JIK,ad4bfb57-04d2-4d3b-ad64-dd764b7336e4,Ikaria Airport,Ikaria Airport,Ikaria Island National,Ikaria ,Ikaria Island,Greece,GR,Europe,37.666667,26.333333,Europe/Athens,,2,,,,,small_airport,79,,,,
OPJI,JIW,c9c3ec8d-3194-45ab-90a0-89d679d5975f,Jiwani Airport,Jiwani Airport,Jiwani,Jiwani ,Jiwani,Pakistan,PK,Asia,25.083333,61.816667,Asia/Karachi,,1,,,,,small_airport,186,,,,
WIPA,DJB,306435d2-62d7-44a0-be17-81087d5a1b8e,Sultan Thaha Airport,Sultan Thaha Airport,Sultan Thaha,Sultan Thaha ,Jambi,Indonesia,ID,Asia,-1.631628,103.638826,Asia/Jakarta,,2,,,,,small_airport,82,,,,
DTTJ,DJE,8a02ba2f-3973-443c-a10c-8aca14f0b864,Djerba Zarzis International Airport,Djerba Zarzis International Airport,Djerba-Zarzis Intl,Djerba Zarzis Intl ,Djerba,Tunisia,TN,Africa,33.87118,10.775145,Africa/Tunis,,2,,,,,medium_airport,19,,,,
DAAJ,DJG,b88b8059-a787-4ceb-9ece-33bdfbdc5a2b,Djanet Inedbirene Airport,Djanet Inedbirene Airport,Tiska,Djanet Inedbirene ,Djanet,Algeria,DZ,Africa,24.293056,9.451944,Africa/Algiers,,2,,,,,medium_airport,3176,,,,
WAJJ,DJJ,f254a8b5-6389-4681-b575-01740765b51b,Sentani Airport,Sentani Airport,Sentani,Sentani ,Jayapura,Indonesia,ID,Asia,-2.569887,140.51299,Asia/Jayapura,,3,,,,,medium_airport,289,,,,
FCBD,DJM,3319d9bd-fac5-43be-bbcc-3a991d5adaef,Djambala Airport,Djambala Airport,Djambala,Djambala ,Djambala,Congo,CG,Africa,-2.533333,14.75,Africa/Brazzaville,,1,,,,,small_airport,2595,,,,
DIDL,DJO,420f3347-6818-4f74-a3f3-9a87fb407ce2,Daloa Airport,Daloa Airport,Daloa,Daloa ,Daloa,Cote d'Ivoire,CI,Africa,6.866944,-6.466667,Africa/Abidjan,,1,,,,,medium_airport,823,,,,
PABI,DJN,1aaac060-b12c-4c99-8f96-8d1ca68bfd4f,Delta Junction Airport,Allen Army Airfield,,Allen Army Airfield,Delta Junction,United States,US,North America,64.049829,-145.725642,America/Anchorage,,2,,,,,medium_airport,1291,,,,
RJNG,QGU,7d226ca8-7208-4b07-8432-ad569fd80e01,Gifu Airport,Gifu Airport,,Gifu ,Gifu,Japan,JP,Asia,35.394551,136.870452,Asia/Tokyo,,1,,,,,medium_airport,128,,,,
KAFN,AFN,e0f8189b-e793-4971-abb6-5365d22a657c,Jaffrey Airport Silver Ranch Airport,Jaffrey Airport Silver Ranch Airport,Jaffrey,Jaffrey  Silver Ranch ,Jaffrey,United States,US,North America,42.833333,-72.066667,America/New_York,,1,,,,,small_airport,1040,http://silverranchairpark.com/,,,
,NTM,0f074bd6-01a2-4fce-8d8b-530e33deeb2c,Miracena Do Norte Airport,Miracena Do Norte Airport,Miracena Do Norte Airport,Miracena Do Norte Airport,Miracema do Tocantins,Brazil,BR,South America,-9.183333,-48.5,America/Belem,,1,,,,,,,,,,
SWNA,NVP,e0b08639-038f-4481-876b-a648327d8471,Novo Aripuanã Airport,Novo Aripuanã Airport,,Novo Aripuanã ,Novo Aripuana,Brazil,BR,South America,-5.133333,-60.366667,America/Porto_Velho,,1,,,,,small_airport,118,,,,
SBNF,NVT,8dfe1059-ceed-4c24-9ed5-c6100618db96,Ministro Victor Konder International Airport,Ministro Victor Konder International Airport,Ministro Victor Konder Intl,Ministro Victor Konder Intl ,Navegantes,Brazil,BR,South America,-26.879914,-48.64937,America/Sao_Paulo,618,2,92%,42,1%,651,medium_airport,18,,,,
SWKK,OAL,dd3b6996-7cf5-408a-b905-a2e7e02ce7e2,Cacoal Airport,Cacoal Airport,Cacoal Airport,Cacoal Airport,Cacoal,Brazil,BR,South America,-11.432666,-61.477179,America/Porto_Velho,,1,,,,,,,,,,
FKKB,KBI,cc5f9c81-ad39-4b84-81ff-69b4617639d3,Kribi Airport,Kribi Airport,Kribi,Kribi ,Kribi,Cameroon,CM,Africa,2.95,9.916667,Africa/Douala,,1,,,,,small_airport,148,,,,
FZWT,KBN,3feb6abf-aec6-404d-a370-a18bd980854a,Tunta Airport,Tunta Airport,,Tunta ,Kabinda,The Democratic Republic of The Congo,CD,Africa,-6.116667,24.533333,Africa/Lubumbashi,,1,,,,,small_airport,2766,,,,
FZRM,KBO,8821aa5b-bd08-454f-a78e-5b4405c4c1f2,Kabalo Airport,Kabalo Airport,Kabalo,Kabalo ,Kabalo,The Democratic Republic of The Congo,CD,Africa,-6.088056,26.916667,Africa/Lubumbashi,,1,,,,,small_airport,1840,,,,
OAKB,KBL,34eebfe5-f599-4ddb-a52c-fde9b5ae1817,Kabul International Airport,Kabul International Airport,Kabul Intl,Kabul Intl ,Kabul,Afghanistan,AF,Asia,34.560692,69.211521,Asia/Kabul,,3,,,,,medium_airport,5877,,,,
GFKB,KBA,e531096b-4322-41e0-98f9-acf88368ddef,Kabala Airport,Kabala Airport,Kabala,Kabala ,Kabala,Sierra Leone,SL,Africa,9.333333,-12,Africa/Freetown,,1,,,,,small_airport,1012,,,,
HUKF,KBG,f7b24f5c-b7ba-4f3a-bc02-7891568e7db5,Kabalega Falls Airport,Pakuba Airfield,Kabalega Falls,Pakuba Airfield,Kabalega Falls,Uganda,UG,Africa,2.329142,31.500894,Africa/Kampala,,1,,,,,small_airport,2365,,,,
NZKI,KBZ,fade65b6-112c-446f-b573-b0d7549ca706,Kaikoura Airport,Kaikoura Airport,Kaikoura Aerodrome,Kaikoura ,Kaikoura,New Zealand,NZ,Oceania,-42.42619,173.600086,Pacific/Auckland,,2,,,,,small_airport,20,,,,
FAPA,AFD,d2c363b5-3c4e-4546-a700-add9bbd00047,Port Alfred Airport,Port Alfred Airport,Port Alfred,Port Alfred ,Port Alfred,South Africa,ZA,Africa,-33.583333,26.883333,Africa/Johannesburg,,1,,,,,small_airport,275,,,,
YKBY,KBY,3e67e1cd-9bfb-4b5c-948d-187d175caa87,Streaky Bay Airport,Streaky Bay Airport,,Streaky Bay ,Streaky Bay,Australia,AU,Oceania,-33,134,Australia/Adelaide,,1,,,,,small_airport,69,,,,
GFBO,KBS,88f6013a-19f9-4ff5-86ba-dee8b621756e,Bo Airport,Bo Airport,Bo,Bo ,Bo,Sierra Leone,SL,Africa,7.943889,-11.761944,Africa/Freetown,,1,,,,,medium_airport,328,,,,
FWKG,KBQ,c067ae15-ca52-4247-8b67-b05d24b8b7e9,Kasungu Airport,Kasungu Airport,,Kasungu ,Kasungu,Malawi,MW,Africa,-33.466667,13.016667,Africa/Blantyre,,1,,,,,small_airport,3470,,,,
KAFF,AFF,24050336-9d70-4833-a94b-87300228ee8b,USAF Academy Airfield,USAF Academy Airfield,Usaf Academy Afld,USAF Academy Airfield,Colorado Springs,United States,US,North America,38.833333,-104.7,America/Denver,,1,,,,,small_airport,6572,,,,
WAOK,KBU,dcef2c7f-1e0d-49db-8ea4-95fc4f6bc0d4,Stagen Airport,Gusti Syamsir Alam Airport,Stagen,Gusti Syamsir Alam ,Kotabaru,Indonesia,ID,Asia,-3.295796,116.165701,Asia/Makassar,,2,,,,,small_airport,4,,,,
PAHC,HCR,ede4d684-0d93-45a9-939a-7035088e2d56,Holy Cross Airport,Holy Cross Airport,Heber City Muni - Russ Mcdonald Field,Holy Cross ,Holy Cross,United States,US,North America,62.190694,-159.773472,America/Anchorage,,2,,,,,medium_airport,70,,,,
YHLC,HCQ,85782b24-8e9c-4d13-b736-6e09b620f38c,Halls Creek Airport,Halls Creek Airport,Halls Creek,Halls Creek ,Halls Creek,Australia,AU,Oceania,-18.232109,127.668606,Australia/Perth,,2,,,,,medium_airport,1346,,,,
EIBT,BLY,1b83a1e8-0c8e-4ede-95c4-95e337d414d5,Belmullet Aerodrome,Belmullet Aerodrome,,Belmullet Aerodrome,Belmullet,Ireland,IE,Europe,54.233333,-10,Europe/Dublin,,1,,,,,small_airport,150,,,,
LIDB,BLX,6cd6a78d-a480-4265-8c3b-a99d97144cde,Belluno Airport,Belluno Airport,Belluno,Belluno ,Belluno,Italy,IT,Europe,46.15,12.216667,Europe/Rome,,1,,,,,small_airport,1240,http://www.aeroclubbelluno.org/,,,
FWCL,BLZ,2a64967b-ef1f-43db-a622-fecd9c1082d4,Chileka International Airport,Chileka International Airport,Chileka Intl,Chileka Intl ,Blantyre,Malawi,MW,Africa,-15.674722,34.970833,Africa/Blantyre,,2,,,,,medium_airport,2555,,,,
KBLU,BLU,6f2f399c-e25c-470c-bc30-8851d6e53b4c,Blue Canyon Nyack Airport,Blue Canyon Nyack Airport,Blue Canyon - Nyack,Blue Canyon Nyack ,Blue Canyon,United States,US,North America,39.25,-120.716667,America/Los_Angeles,,1,,,,,small_airport,5284,,,,
YBTR,BLT,06bc0079-4272-4d18-b432-f5ceb0c0b1e9,Blackwater Airport,Blackwater Airport,Blackwater,Blackwater ,Blackwater,Australia,AU,Oceania,-23.602184,148.808401,Australia/Brisbane,,2,,,,,medium_airport,657,,,,
HCMN,BLW,975988b6-584a-4f8e-b372-2655e51b8edf,Bellows AFS (Bellows Field),Beletwene Airport,,Beletwene ,Beletwene,Somalia,SO,Africa,4.766305,45.238472,Africa/Mogadishu,,1,,,,,small_airport,559,,,,
KNFL,NFL,6a60a6cc-160a-4371-a1b0-428eb41ca48a,Fallon Naval Air Station,Fallon Naval Air Station,Fallon NAS,Fallon Naval Air Station,Fallon,United States,US,North America,39.466667,-118.783333,America/Los_Angeles,,1,,,,,medium_airport,3934,http://www.cnic.navy.mil/regions/cnrsw/installations/nas_fallon.html,,,
SPBL,BLP,51c3032d-eba9-4423-9241-49de9ff19da4,Huallaga Airport,Huallaga Airport,Huallaga,Huallaga ,Bellavista,Peru,PE,South America,-16.583333,-69.416667,America/Lima,,1,,,,,small_airport,980,,,,
YBLL,BLS,4c8cc00e-2c42-47ac-9885-94943bb66bb2,Bollon Airport,Bollon Airport,,Bollon ,Bollon,Australia,AU,Oceania,-28.05,147.483333,Australia/Brisbane,,1,,,,,small_airport,182,,,,
KBLM,BLM,38997692-1f3f-4379-9d57-48e9597ea598,Monmouth Executive Airport,Monmouth Executive Airport,Monmouth Executive,Monmouth Executive ,Belmar,United States,US,North America,40.184548,-74.122223,America/New_York,,2,,,,,small_airport,153,,,,
BIBL,BLO,b74e5631-4981-422d-9325-77ccd31185b2,Hjaltabakki Airport,Hjaltabakki Airport,Blonduos,Hjaltabakki ,Blonduos,Iceland,IS,Europe,65.666667,-20.3,Atlantic/Reykjavik,,1,,,,,small_airport,131,,,,
YBLA,BLN,0a46462e-925a-4e4f-9096-a5c2b33a503a,Benalla Airport,Benalla Airport,Benalla,Benalla ,Benalla,Australia,AU,Oceania,-36.55,145.983333,Australia/Sydney,,1,,,,,medium_airport,569,,,,
KBLH,BLH,fdcfb415-21c1-48a4-8d55-7c3f23da52f8,Blythe Airport,Blythe Airport,Blythe,Blythe ,Blythe,United States,US,North America,33.620833,-114.718889,America/Los_Angeles,,2,,,,,medium_airport,399,,,,
EGNH,BLK,bac40526-d908-4450-914b-3806ade93bbc,Blackpool International Airport,Blackpool International Airport,Blackpool Intl,Blackpool Intl ,Blackpool,United Kingdom,GB,Europe,53.778387,-3.041985,Europe/London,,2,,,,,medium_airport,34,http://www.blackpoolinternational.com/,,,
DABT,BLJ,3452c0d2-4a49-4f83-8ec0-e0e094516fee,Batna Airport,Batna Airport,Batna,Batna ,Batna,Algeria,DZ,Africa,35.566667,6.183333,Africa/Algiers,,2,,,,,medium_airport,2697,,,,
ESSD,BLE,47d66110-dfec-448e-88f4-0bf2775ad193,Borlange Airport,Borlange Airport,Borlange,Borlange ,Borlange/Falun,Sweden,SE,Europe,60.429731,15.50826,Europe/Stockholm,,2,,,,,medium_airport,503,,,,
KBLF,BLF,5592d036-063b-4540-a19b-f0e1fb97fc32,Mercer County Airport,Mercer County Airport,Mercer County,Mercer County ,Bluefield,United States,US,North America,37.295833,-81.208056,America/New_York,,1,,,,,medium_airport,2857,,,,
MPPA,BLB,f72a9108-126e-4091-aed2-73fd89984b9d,Panama Pacific International Airport,,Panama Pacific Intl (Howard Air Force Base),,Balboa,Panama,PA,Central America,8.914011,-79.598088,America/Panama,,2,,,,,,,,,,
FAOH,OUH,652647f0-627b-4e14-8dbb-165ce8ed6a96,Oudtshoorn Airport,Oudtshoorn Airport,Oudtshoorn,Oudtshoorn ,Oudtshoorn,South Africa,ZA,Africa,-33.603333,22.188333,Africa/Johannesburg,,1,,,,,medium_airport,1063,,,,
KOUN,OUN,f77a69ae-cad0-4fc5-af3f-4e38100fe10d,University of Oklahoma Westheimer Airport,University of Oklahoma Westheimer Airport,Univ of OK,University of Oklahoma Westheimer ,Norman,United States,US,North America,35.216667,-97.433333,America/Chicago,,1,,,,,small_airport,1182,http://www.ou.edu/airport.html,,,
DFFD,OUA,5a29ec9d-5210-4717-8da9-a0f06a067cc2,Ouagadougou Airport,Ouagadougou Airport,Ouagadougou,Ouagadougou ,Ouagadougou,Burkina Faso,BF,Africa,12.355019,-1.514283,Africa/Ouagadougou,,2,,,,,medium_airport,1037,,,,
DFCC,OUG,a2f4fa2b-fdcf-494e-bc02-603f4bd8db3d,Ouahigouya Airport,Ouahigouya Airport,Ouahigouya,Ouahigouya ,Ouahigouya,Burkina Faso,BF,Africa,13.516667,-2.333333,Africa/Ouagadougou,,1,,,,,small_airport,1106,,,,
FCOU,OUE,48257468-7690-427f-bde4-ee2ff1a9a292,Ouesso Airport,Ouesso Airport,Ouesso,Ouesso ,Ouesso,Congo,CG,Africa,1.616667,16.048611,Africa/Brazzaville,,1,,,,,medium_airport,1158,,,,
GMFO,OUD,50a8f9d6-c56c-4c09-906e-e1faf321151b,Angads Airport,Angads Airport,Angads,Angads ,Oujda,Morocco,MA,Africa,34.783333,-1.933333,Africa/Casablanca,,2,,,,,medium_airport,1535,,,,
GQPZ,OUZ,cf61ca52-17db-4db1-b600-6fa7e5c91ed3,Tazadit Airport,Tazadit Airport,Tazadit,Tazadit ,Zouerate,Mauritania,MR,Africa,22.757367,-12.481762,Africa/Nouakchott,,2,,,,,small_airport,1129,,,,
SNTI,OBI,df77ebe9-d039-4f4a-ade2-1787c85b4eb2,Óbidos Airport,Óbidos Airport,Woodbine Muni,Óbidos ,Óbidos,Brazil,BR,South America,-1.916667,-55.516667,America/Porto_Velho,,1,,,,,small_airport,328,,,,
FKKI,OUR,c7834258-def8-4827-8bda-cda67ddf5d03,Batouri Airport,Batouri Airport,Batouri,Batouri ,Batouri,Cameroon,CM,Africa,4.473056,14.363611,Africa/Douala,,1,,,,,small_airport,2152,,,,
FTTS,OUT,581fdd31-8eda-411b-a01f-b2c2fd5ecd97,Bousso Airport,Bousso Airport,Bousso,Bousso ,Bousso,Chad,TD,Africa,10.483333,16.716667,Africa/Ndjamena,,1,,,,,small_airport,1099,,,,
KLTS,LTS,4edfe067-5a20-474d-9fb3-9db0546b0ed7,Altus Air Force Base,Altus Air Force Base,Altus Afb,Altus Air Force Base,Altus,United States,US,North America,34.658354,-99.269343,America/Chicago,,1,,,,,large_airport,1382,http://www.altus.af.mil/,,,
LFAT,LTQ,43fdf983-3be5-479d-bd8a-0f48922940a1,Le Touquet-Côte d'Opale Airport,Le Touquet-Côte d'Opale Airport,Le Touquet,Le Touquet-Côte d'Opale ,Le Touquet,France,FR,Europe,50.514775,1.627071,Europe/Paris,,2,,,,,medium_airport,36,,,,
LFTZ,LTT,33d7a0a1-d194-45ad-ac55-7e9610258a3c,La Môle Airport,La Môle Airport,,La Môle ,Saint Tropez,France,FR,Europe,43.205651,6.483263,Europe/Paris,,2,,,,,small_airport,59,,,,
SELT,LTX,21f0af0f-d571-4f80-b81a-54fbc2e2d96f,Cotopaxi International Airport,Cotopaxi International Airport,,Cotopaxi Intl ,Latacunga,Ecuador,EC,South America,-0.918468,-78.616089,America/Guayaquil,,2,,,,,large_airport,9205,http://www.dgac.gob.ec/latacunga/,,,
KFSW,FMS,375b919b-dca1-465e-8f53-15471a1fae71,Fort Madison Municipal Airport,Fort Madison Municipal Airport,,Fort Madison Municipal ,Fort Madison,United States,US,North America,40.658889,-91.3275,America/Chicago,,1,,,,,small_airport,724,,,,
KFMN,FMN,cb7bfb21-4e4c-4df8-ba1e-5104a94ac1f3,Four Corners Regional Airport,Four Corners Regional Airport,Four Corners Rgnl,Four Corners Regional ,Farmington,United States,US,North America,36.741111,-108.229167,America/Denver,,2,,,,,medium_airport,5506,,,,
FATZ,LTA,5eef7118-91f9-4031-9717-b54154125030,Tzaneen Airport,Tzaneen Airport,Tzaneen,Tzaneen ,Tzaneen,South Africa,ZA,Africa,-23.833333,30.15,Africa/Johannesburg,,1,,,,,medium_airport,1914,,,,
KFMH,FMH,e8586418-79c7-44af-9fd5-3b5f5e83de44,Cape Cod Coast Guard Air Station,Cape Cod Coast Guard Air Station,Cape Cod Coast Guard Air Station,Cape Cod Coast Guard Air Station,Falmouth,United States,US,North America,41.666667,-70.55,America/New_York,,2,,,,,small_airport,131,http://www.uscg.mil/d1/airstacapecod/,,,
FZRF,FMI,3996201b-b2d4-4f0b-9ecd-02d14b101920,Kalemie Airport,Kalemie Airport,Kalemie,Kalemie ,Kalemie,The Democratic Republic of The Congo,CD,Africa,-5.875556,29.25,Africa/Lubumbashi,,2,,,,,medium_airport,2569,,,,
OSLK,LTK,92efff17-a904-46c3-abb5-0f6b51a60fda,Bassel Al-Assad International Airport,Bassel Al-Assad International Airport,Bassel Al-Assad Intl,Bassel Al-Assad Intl ,Latakia,Syrian Arab Republic,SY,Middle East,35.407353,35.943994,Asia/Damascus,,2,,,,,large_airport,157,,,,
ZMAT,LTI,ab017792-b9a3-4005-9a9a-2e2b943a885c,Altai Airport,Altai Airport,Altai,Altai ,Altai,Mongolia,MN,Asia,46.376184,96.221008,Asia/Ulaanbaatar,,2,,,,,medium_airport,7260,,,,
KFME,FME,dd13a242-250a-463a-90e4-5fc30fae4927,Tipton Airport,Tipton Airport,Tipton,Tipton ,Fort Meade,United States,US,North America,39.0854,-76.759399,America/New_York,,2,,,,,medium_airport,150,http://tiptonairport.org/,,,
MMLT,LTO,13166f29-354b-4b30-9a0f-cf5232b60694,Loreto International Airport,Loreto International Airport,Loreto Intl,Loreto Intl ,Loreto,Mexico,MX,North America,25.983333,-111.35,America/Mazatlan,,2,,,,,medium_airport,34,,,,
SYLT,LTM,ab04005b-d492-4735-b430-8f5655e59fcb,Lethem Airport,Lethem Airport,Lethem,Lethem ,Lethem,Guyana,GY,South America,3.371667,-59.79,America/Guyana,,1,,,,,medium_airport,351,,,,
FOOR,LTL,6733e868-6ec2-419f-a1eb-ad02f77cf24e,Lastourville Airport,Lastourville Airport,Lastourville,Lastourville ,Lastourville,Gabon,GA,Africa,-0.833333,12.716667,Africa/Libreville,,1,,,,,small_airport,1585,,,,
GQNJ,AJJ,0853cc33-0ada-4d92-bce4-f9d502a856ee,Akjoujt Airport,Akjoujt Airport,Akjoujt,Akjoujt ,Akjoujt,Mauritania,MR,Africa,19.730556,-14.374444,Africa/Nouakchott,,1,,,,,small_airport,403,,,,
DRZR,ZND,6e16c74f-4787-4792-af8e-d8544d50188a,Zinder Airport,Zinder Airport,Zinder,Zinder ,Zinder,Niger,NE,Africa,13.779444,8.983056,Africa/Niamey,,2,,,,,medium_airport,1516,,,,
KAYX,AYX,b0a56fce-41ff-4141-8091-055aa78f2d2f,Arnold Afb,Arnold Air Force Base,Arnold Afb,Arnold Air Force Base,Tullahoma,United States,US,North America,35.475778,-86.108194,Pacific/Honolulu,,1,,,,,small_airport,1067,http://www.arnold.af.mil/,,,
SPHO,AYP,52c92961-4321-44e9-8158-5d025a6b370f,Coronel FAP Alfredo Mendivil Duarte Airport,Coronel FAP Alfredo Mendivil Duarte Airport,Coronel FAP Alfredo Mendivil Duarte,Coronel FAP Alfredo Mendivil Duarte ,Ayacucho,Peru,PE,South America,-13.197222,-74.247222,America/Lima,,2,,,,,medium_airport,8917,,,,
KAYS,AYS,494c9791-cbad-45fa-acc5-e87f3b571de0,Waycross Ware County Airport,Waycross Ware County Airport,Waycross-Ware County,Waycross Ware County ,Waycross,United States,US,North America,31.248611,-82.396667,America/New_York,,1,,,,,small_airport,142,,,,
YAYR,AYR,328063a4-f818-4f05-ae1c-a935be0306bf,Ayr Airport,Ayr Airport,,Ayr ,Ayr,Australia,AU,Oceania,-19.596667,147.324444,Australia/Brisbane,,1,,,,,small_airport,41,,,,
AYNZ,LAE,945fb15f-644d-419b-9698-f237f82fa042,Nadzab Airport,Nadzab Airport,Lae Nadzab,Nadzab ,Lae,Papua New Guinea,PG,Asia,-6.566117,146.728205,Pacific/Port_Moresby,,2,,,,,medium_airport,239,,,,
KLAF,LAF,35258b84-53af-4cd5-a289-a99fef0709c1,Purdue University Airport,Purdue University Airport,Purdue University,Purdue University ,Lafayette,United States,US,North America,40.411944,-86.933611,America/Indiana/Indianapolis,,2,,,,,medium_airport,606,,,,
